Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,180.0,181.8000030517578,175.02000427246094,175.0500030517578,175.0500030517578,1486600
2021-12-02,178.0,185.75999450683594,177.5500030517578,184.66000366210938,184.66000366210938,1804100
2021-12-03,184.88999938964844,185.27999877929688,175.33999633789062,177.8699951171875,177.8699951171875,2332200
2021-12-06,177.8699951171875,178.9199981689453,172.88999938964844,177.2100067138672,177.2100067138672,1463700
2021-12-07,181.67999267578125,183.52000427246094,180.05999755859375,182.77000427246094,182.77000427246094,1564300
2021-12-08,182.94000244140625,184.52999877929688,181.30999755859375,184.2100067138672,184.2100067138672,1151500
2021-12-09,183.35000610351562,186.0,179.61000061035156,179.6199951171875,179.6199951171875,1042900
2021-12-10,181.8300018310547,184.57000732421875,181.42999267578125,184.13999938964844,184.13999938964844,1249300
2021-12-13,184.0,185.25999450683594,182.72999572753906,184.1300048828125,184.1300048828125,1491800
2021-12-14,178.22999572753906,178.8000030517578,170.5500030517578,176.05999755859375,176.05999755859375,2500900
2021-12-15,176.6999969482422,184.41000366210938,176.25,184.27000427246094,184.27000427246094,1813100
2021-12-16,184.0,184.00999450683594,177.80999755859375,179.6199951171875,179.6199951171875,1573400
2021-12-17,177.0800018310547,182.4499969482422,177.0800018310547,179.14999389648438,179.14999389648438,3447100
2021-12-20,175.85000610351562,178.6199951171875,175.25,177.32000732421875,177.32000732421875,1255100
2021-12-21,179.5800018310547,183.2899932861328,176.5800018310547,183.02999877929688,183.02999877929688,980600
2021-12-22,182.9199981689453,186.67999267578125,182.5800018310547,186.55999755859375,186.55999755859375,887400
2021-12-23,186.58999633789062,188.6699981689453,185.9499969482422,187.47999572753906,187.47999572753906,752900
2021-12-27,188.88999938964844,191.86000061035156,187.6300048828125,191.64999389648438,191.64999389648438,933600
2021-12-28,192.6999969482422,192.6999969482422,189.32000732421875,190.0800018310547,190.0800018310547,1025200
2021-12-29,190.22000122070312,190.77999877929688,188.17999267578125,189.92999267578125,189.92999267578125,1092500
2021-12-30,190.0,190.75999450683594,187.6699981689453,188.25,188.25,1100100
2021-12-31,187.0,187.69000244140625,184.92999267578125,186.35000610351562,186.35000610351562,1685700
2022-01-03,185.67999267578125,188.57000732421875,181.8800048828125,183.16000366210938,183.16000366210938,1104200
2022-01-04,182.19000244140625,183.67999267578125,174.3300018310547,178.3000030517578,178.3000030517578,1690800
2022-01-05,176.57000732421875,178.7100067138672,172.05999755859375,172.6199951171875,172.6199951171875,1733300
2022-01-06,171.75,175.22000122070312,170.52999877929688,173.1199951171875,173.1199951171875,1443000
2022-01-07,171.5500030517578,172.63999938964844,165.92999267578125,166.02000427246094,166.02000427246094,1590200
2022-01-10,162.82000732421875,166.10000610351562,160.8300018310547,165.8800048828125,165.8800048828125,2105100
2022-01-11,165.66000366210938,169.67999267578125,164.6199951171875,169.22999572753906,169.22999572753906,1240700
2022-01-12,170.2899932861328,172.52000427246094,168.67999267578125,170.17999267578125,170.17999267578125,1137900
2022-01-13,170.60000610351562,172.63999938964844,162.85000610351562,163.16000366210938,163.16000366210938,1455600
2022-01-14,161.0500030517578,163.97000122070312,159.41000366210938,161.75,161.75,1412500
2022-01-18,156.0,156.57000732421875,152.9199981689453,153.52999877929688,153.52999877929688,2284300
2022-01-19,154.39999389648438,156.1699981689453,153.0,153.1699981689453,153.1699981689453,2033700
