Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,33.91999816894531,34.2599983215332,32.189998626708984,32.220001220703125,32.01789093017578,1440800
2021-12-02,32.380001068115234,33.18000030517578,32.11000061035156,32.90999984741211,32.70355987548828,1145900
2021-12-03,32.91999816894531,33.58000183105469,32.91999816894531,33.540000915527344,33.32960891723633,1144900
2021-12-06,33.970001220703125,34.369998931884766,33.77000045776367,33.91999816894531,33.70722198486328,1094200
2021-12-07,34.099998474121094,34.63999938964844,33.86000061035156,33.95000076293945,33.737037658691406,960800
2021-12-08,34.09000015258789,34.72999954223633,34.0099983215332,34.279998779296875,34.064964294433594,1169900
2021-12-09,34.0099983215332,34.63999938964844,33.959999084472656,34.150001525878906,33.93578338623047,891300
2021-12-10,34.349998474121094,34.38999938964844,33.81999969482422,34.2400016784668,34.02521896362305,1330800
2021-12-13,33.939998626708984,34.130001068115234,33.279998779296875,33.79999923706055,33.58797836303711,1813800
2021-12-14,33.66999816894531,34.04499816894531,33.29999923706055,33.470001220703125,33.260047912597656,1948400
2021-12-15,33.470001220703125,33.810001373291016,32.849998474121094,33.72999954223633,33.51841735839844,2143700
2021-12-16,33.880001068115234,34.47999954223633,33.72999954223633,34.31999969482422,34.10471725463867,1724800
2021-12-17,34.560001373291016,35.13999938964844,33.9900016784668,34.220001220703125,34.00534439086914,13884200
2021-12-20,33.93000030517578,34.06999969482422,33.279998779296875,33.81999969482422,33.607852935791016,1523300
2021-12-21,34.099998474121094,34.79499816894531,33.81999969482422,34.209999084472656,33.99540328979492,1101200
2021-12-22,34.09000015258789,34.27000045776367,33.83000183105469,34.130001068115234,33.91590881347656,883200
2021-12-23,34.25,34.66999816894531,34.22999954223633,34.5099983215332,34.293521881103516,784700
2021-12-27,34.560001373291016,34.619998931884766,34.040000915527344,34.619998931884766,34.40283203125,472100
2021-12-28,34.58000183105469,34.93000030517578,34.58000183105469,34.77000045776367,34.55189514160156,383800
2021-12-29,34.720001220703125,34.880001068115234,34.220001220703125,34.380001068115234,34.16434097290039,724800
2021-12-30,34.47999954223633,34.9900016784668,34.435001373291016,34.75,34.53201675415039,457200
