Date,Open,High,Low,Close,Adj Close,Volume
2021-12-01,642.4099731445312,652.4299926757812,636.260009765625,636.739990234375,636.739990234375,454300
2021-12-02,637.8099975585938,663.4099731445312,637.8099975585938,657.3499755859375,657.3499755859375,560900
2021-12-03,661.97998046875,668.489990234375,655.4199829101562,659.1799926757812,659.1799926757812,467100
2021-12-06,665.4000244140625,672.8699951171875,660.7000122070312,661.4299926757812,661.4299926757812,395700
2021-12-07,666.3300170898438,675.7999877929688,663.3900146484375,672.7899780273438,672.7899780273438,482700
2021-12-08,678.2000122070312,683.1900024414062,666.1400146484375,674.719970703125,674.719970703125,396200
2021-12-09,674.719970703125,680.9199829101562,670.9500122070312,672.0,672.0,297000
2021-12-10,677.9099731445312,682.4299926757812,673.6500244140625,682.3699951171875,682.3699951171875,252900
2021-12-13,681.530029296875,683.719970703125,669.4299926757812,671.760009765625,671.760009765625,429500
2021-12-14,672.3300170898438,673.1099853515625,663.8900146484375,667.3599853515625,667.3599853515625,519900
2021-12-15,668.1300048828125,689.9000244140625,668.1300048828125,687.2100219726562,687.2100219726562,424900
2021-12-16,691.3900146484375,696.5800170898438,684.3499755859375,687.469970703125,687.469970703125,472300
2021-12-17,686.739990234375,691.3699951171875,672.4500122070312,676.0700073242188,676.0700073242188,1071300
2021-12-20,672.9099731445312,679.27001953125,662.3400268554688,672.5900268554688,672.5900268554688,489300
2021-12-21,672.5900268554688,678.0,663.530029296875,674.719970703125,674.719970703125,383600
2021-12-22,676.9199829101562,681.510009765625,671.3400268554688,681.4500122070312,681.4500122070312,337600
2021-12-23,681.4500122070312,688.739990234375,677.989990234375,679.4199829101562,679.4199829101562,261700
2021-12-27,684.469970703125,693.219970703125,679.0499877929688,692.4400024414062,692.4400024414062,321100
2021-12-28,692.8099975585938,698.0399780273438,691.4299926757812,696.8699951171875,696.8699951171875,243600
2021-12-29,699.72998046875,710.1599731445312,699.72998046875,708.1400146484375,708.1400146484375,252700
2021-12-30,707.3699951171875,710.8599853515625,700.780029296875,701.77001953125,701.77001953125,229200
2021-12-31,702.760009765625,710.6900024414062,699.0,706.22998046875,706.22998046875,381900
2022-01-03,703.760009765625,708.7100219726562,688.47998046875,695.9400024414062,695.9400024414062,359300
2022-01-04,694.8499755859375,704.2000122070312,694.6799926757812,698.8599853515625,698.8599853515625,401000
2022-01-05,700.760009765625,703.0499877929688,684.4299926757812,685.3300170898438,685.3300170898438,452000
2022-01-06,689.3099975585938,701.9500122070312,687.1599731445312,700.219970703125,700.219970703125,406200
2022-01-07,699.969970703125,699.969970703125,681.2899780273438,682.25,682.25,351100
2022-01-10,681.719970703125,681.719970703125,664.4400024414062,675.0800170898438,675.0800170898438,456700
2022-01-11,673.3599853515625,681.8699951171875,664.9400024414062,681.5999755859375,681.5999755859375,408500
2022-01-12,683.27001953125,687.5,678.530029296875,683.5999755859375,683.5999755859375,354200
2022-01-13,692.9600219726562,693.6699829101562,685.1199951171875,687.739990234375,687.739990234375,292100
2022-01-14,692.4600219726562,692.7899780273438,674.77001953125,678.8699951171875,678.8699951171875,590500
2022-01-18,674.1699829101562,677.0399780273438,656.4500122070312,665.6699829101562,665.6699829101562,543100
2022-01-19,668.0,673.780029296875,658.8900146484375,659.5900268554688,659.5900268554688,538000
2022-01-20,659.6400146484375,669.3400268554688,646.0900268554688,648.0599975585938,648.0599975585938,495100
2022-01-21,649.9299926757812,653.52001953125,633.8099975585938,635.9199829101562,635.9199829101562,897300
2022-01-24,630.8900146484375,660.530029296875,630.8900146484375,657.77001953125,657.77001953125,607100
2022-01-25,655.0,656.97998046875,642.4099731445312,646.3699951171875,646.3699951171875,686400
2022-01-26,649.0,654.6400146484375,629.989990234375,630.8200073242188,630.8200073242188,704700
2022-01-27,638.47998046875,644.0999755859375,631.0,634.6699829101562,634.6699829101562,499500
2022-01-28,640.5900268554688,643.52001953125,629.510009765625,643.52001953125,643.52001953125,681700
2022-01-31,640.0,653.1699829101562,636.1099853515625,651.75,651.75,608400
2022-02-01,651.3599853515625,657.739990234375,645.27001953125,656.989990234375,656.989990234375,440800
2022-02-02,658.4099731445312,674.739990234375,652.6799926757812,672.4199829101562,672.4199829101562,563800
2022-02-03,666.3900146484375,673.2999877929688,658.1400146484375,660.47998046875,660.47998046875,511900
2022-02-04,656.219970703125,656.219970703125,634.1599731445312,646.4299926757812,646.4299926757812,493200
2022-02-07,647.02001953125,650.97998046875,633.0,634.030029296875,634.030029296875,513100
2022-02-08,636.3800048828125,645.4500122070312,628.8300170898438,637.1300048828125,637.1300048828125,481300
2022-02-09,645.4500122070312,651.0800170898438,634.3699951171875,640.219970703125,640.219970703125,669000
2022-02-10,632.47998046875,670.5399780273438,631.2000122070312,658.4500122070312,658.4500122070312,1291500
2022-02-11,660.6599731445312,674.47998046875,655.0,668.280029296875,668.280029296875,688400
2022-02-14,672.8099975585938,672.8099975585938,651.1199951171875,661.0399780273438,661.0399780273438,783100
